location_id,timestamp,precipitation_rate_mm_hr,pore_pressure_kpa,subsurface_displacement_mm,ground_acceleration_g,realtime_water_table_m,cumulative_precip_72hr,cumulative_precip_168hr,ucs_mpa,seismic_zone,pga_g,initial_water_table_m,rockfall_event,3d_surface_coord_x,3d_surface_coord_y,3d_surface_coord_z
Zone_B,2025-07-30 05:37:12.259652,1.962,2417.8606,453.0071,0.0016,246.469,583.9119,1333.947,97.1,IV,0.48,21.4,0,543.6085,520.9581,588.9092
Zone_C,2025-09-01 20:37:12.259652,9.6506,2470.3319,694.0714,0.0005,251.8177,591.6183,1372.6311,123.0,II,0.19,15.8,0,832.8856,798.1821,902.2928
Zone_B,2025-05-05 19:37:12.259652,0.0,400.8466,29.8428,0.0001,40.861,96.2604,224.745,97.1,IV,0.48,21.4,0,35.8113,34.3192,38.7956
Zone_B,2025-05-07 15:37:12.259652,0.2093,403.4284,32.0903,0.0003,41.1242,93.2372,225.5552,97.1,IV,0.48,21.4,0,38.5083,36.9038,41.7174
Zone_C,2025-08-15 00:37:12.259652,10.7143,2471.7597,560.254,0.0012,251.9633,602.9252,1399.5374,123.0,II,0.19,15.8,0,672.3048,644.2921,728.3302
Zone_A,2025-04-29 05:37:12.259652,4.1287,379.1991,21.3061,0.0057,38.6543,93.9812,204.5465,90.4,IV,0.49,25.0,0,25.5673,24.502,27.6979
Zone_A,2025-06-29 05:37:12.259652,7.4752,2297.7724,218.2564,0.0001,234.2276,571.597,1307.9599,90.4,IV,0.49,25.0,0,261.9077,250.9949,283.7333
Zone_C,2025-08-16 18:37:12.259652,15.1249,2451.4016,573.2436,0.0003,249.888,606.5163,1384.472,123.0,II,0.19,15.8,0,687.8923,659.2302,745.2167
Zone_B,2025-09-01 05:37:12.259652,0.0,2468.1206,698.3626,0.0,251.5923,575.7475,1349.7543,97.1,IV,0.48,21.4,0,838.0351,803.117,907.8714
Zone_D,2025-09-02 10:37:12.259652,8.2671,2326.8423,701.3574,0.0002,237.1909,589.4191,1239.4339,158.4,II,0.22,18.0,0,841.6288,806.561,911.7646
Zone_A,2025-06-22 09:37:12.259652,8.7761,2222.9254,172.0976,0.0007,226.5979,508.9145,1318.0647,90.4,IV,0.49,25.0,0,206.5171,197.9122,223.7268
Zone_B,2025-04-28 00:37:12.259652,1.908,408.59,20.19,0.0009,41.6504,103.698,245.4359,97.1,IV,0.48,21.4,0,24.228,23.2185,26.2471
Zone_D,2025-05-16 04:37:12.259652,2.1654,395.3802,43.371,0.0357,40.3038,91.7907,207.6108,158.4,II,0.22,18.0,0,52.0452,49.8766,56.3823
Zone_B,2025-07-02 21:37:12.259652,10.8756,2438.0401,251.827,0.0032,248.526,577.4082,1394.7523,97.1,IV,0.48,21.4,0,302.1924,289.6011,327.3752
Zone_C,2025-09-04 20:37:12.259652,6.5542,2433.4454,716.0697,0.0104,248.0576,560.72,1364.1246,123.0,II,0.19,15.8,0,859.2836,823.4802,930.8906
Zone_A,2025-07-14 16:37:12.259652,0.0,2461.216,329.5042,0.0046,250.8885,547.1144,1439.7367,90.4,IV,0.49,25.0,0,395.4051,378.9299,428.3555
Zone_B,2025-05-21 17:37:12.259652,0.0,412.0847,50.064,0.0132,42.0066,88.7712,232.1752,97.1,IV,0.48,21.4,0,60.0768,57.5736,65.0833
Zone_C,2025-05-05 15:37:12.259652,0.1242,368.5798,27.1106,0.0019,37.5718,80.5709,195.7119,123.0,II,0.19,15.8,0,32.5327,31.1772,35.2437
Zone_B,2025-08-15 04:37:12.259652,10.913,2562.6713,570.4375,0.0002,261.2305,668.0144,1459.51,97.1,IV,0.48,21.4,0,684.525,656.0032,741.5688
Zone_A,2025-04-26 08:37:12.259652,0.0,369.4881,18.0989,0.0003,37.6644,91.849,215.3362,90.4,IV,0.49,25.0,0,21.7187,20.8138,23.5286
Zone_B,2025-09-30 21:37:12.259652,3.3508,2412.0761,921.1526,0.0039,245.8793,570.7989,1291.7652,97.1,IV,0.48,21.4,0,1105.3831,1059.3254,1197.4983
Zone_A,2025-06-28 04:37:12.259652,11.7431,2310.9289,211.0947,0.0003,235.5687,604.1054,1285.5053,90.4,IV,0.49,25.0,0,253.3136,242.7589,274.4231
Zone_C,2025-08-23 12:37:12.259652,9.2194,2547.3182,624.4208,0.0035,259.6655,611.7851,1463.7363,123.0,II,0.19,15.8,0,749.3049,718.0839,811.747
Zone_D,2025-06-26 00:37:12.259652,5.8126,2433.3853,200.5935,0.0018,248.0515,640.6032,1382.6962,158.4,II,0.22,18.0,0,240.7122,230.6825,260.7715
Zone_B,2025-09-09 00:37:12.259652,8.5657,2493.2005,756.9547,0.0008,254.1489,597.3328,1398.0811,97.1,IV,0.48,21.4,0,908.3456,870.4979,984.0411
Zone_C,2025-08-07 19:37:12.259652,4.983,2438.6677,507.1323,0.0231,248.59,603.797,1374.2166,123.0,II,0.19,15.8,0,608.5588,583.2022,659.272
Zone_B,2025-04-19 11:37:12.259652,0.0,352.8965,10.0539,0.0,35.9731,90.4616,209.4179,97.1,IV,0.48,21.4,0,12.0647,11.562,13.0701
Zone_A,2025-06-16 12:37:12.259652,5.8039,2116.658,132.8645,0.0031,215.7653,562.8417,1370.1763,90.4,IV,0.49,25.0,0,159.4374,152.7942,172.7238
Zone_A,2025-10-01 21:37:12.259652,0.0,2236.6786,908.8924,0.0144,227.9999,447.8537,1205.9004,90.4,IV,0.49,25.0,0,1090.6709,1045.2263,1181.5602
Zone_C,2025-05-31 02:37:12.259652,0.0,429.3745,57.8531,0.0283,43.7691,123.482,243.9576,123.0,II,0.19,15.8,0,69.4237,66.5311,75.209
Zone_D,2025-05-26 07:37:12.259652,2.4636,422.0264,56.3455,0.0158,43.02,100.5551,231.6635,158.4,II,0.22,18.0,0,67.6146,64.7973,73.2492
Zone_A,2025-09-16 15:37:12.259652,7.4083,2412.9695,795.6374,0.0071,245.9704,527.514,1359.5822,90.4,IV,0.49,25.0,0,954.7649,914.983,1034.3286
Zone_A,2025-05-21 14:37:12.259652,0.0,416.7094,49.0667,0.0036,42.478,101.4125,238.6354,90.4,IV,0.49,25.0,0,58.88,56.4267,63.7867
Zone_B,2025-09-23 12:37:12.259652,12.8871,2555.6718,866.4745,0.002,260.517,574.6968,1516.348,97.1,IV,0.48,21.4,0,1039.7694,996.4457,1126.4169
Zone_D,2025-05-14 10:37:12.259652,5.916,409.5612,41.2156,0.005,41.7494,97.6656,214.4206,158.4,II,0.22,18.0,0,49.4588,47.398,53.5803
Zone_A,2025-07-08 20:37:12.259652,8.7852,2408.4813,286.1812,0.007,245.5129,567.0867,1425.7732,90.4,IV,0.49,25.0,0,343.4175,329.1084,372.0356
Zone_B,2025-06-17 15:37:12.259652,14.0864,2159.7853,144.2079,0.0079,220.1616,528.5001,1326.9045,97.1,IV,0.48,21.4,0,173.0495,165.8391,187.4702
Zone_B,2025-07-20 12:37:12.259652,5.1034,2503.5803,382.2555,0.0001,255.207,630.2946,1416.3536,97.1,IV,0.48,21.4,0,458.7066,439.5938,496.9322
Zone_D,2025-07-23 05:37:12.259652,4.8018,2564.8938,399.6445,0.0001,261.4571,664.8316,1476.7897,158.4,II,0.22,18.0,0,479.5734,459.5912,519.5379
Zone_A,2025-09-01 20:37:12.259652,7.1882,2422.8719,686.7181,0.0001,246.9798,569.1743,1341.3611,90.4,IV,0.49,25.0,0,824.0617,789.7258,892.7335
Zone_B,2025-07-25 20:37:12.259652,6.0026,2374.5408,421.2503,0.0004,242.0531,529.9034,1326.2087,97.1,IV,0.48,21.4,0,505.5004,484.4379,547.6254
Zone_C,2025-06-25 04:37:12.259652,10.5731,2259.4443,191.8972,0.0001,230.3205,556.5585,1252.3179,123.0,II,0.19,15.8,0,230.2766,220.6818,249.4664
Zone_C,2025-04-23 21:37:12.259652,0.0,367.2509,13.8444,0.0032,37.4364,100.3433,222.4073,123.0,II,0.19,15.8,0,16.6133,15.9211,17.9977
Zone_D,2025-09-21 00:37:12.259652,12.4916,2356.4195,830.2977,0.0004,240.2059,576.5808,1351.9196,158.4,II,0.22,18.0,0,996.3573,954.8424,1079.387
Zone_C,2025-07-30 10:37:12.259652,14.9859,2392.248,445.9268,0.0108,243.8581,542.6758,1349.6055,123.0,II,0.19,15.8,0,535.1122,512.8158,579.7049
Zone_D,2025-09-09 02:37:12.259652,9.1675,2282.0169,747.5891,0.0151,232.6215,553.2342,1278.018,158.4,II,0.22,18.0,0,897.1069,859.7275,971.8659
Zone_A,2025-04-16 16:37:12.259652,0.0,357.5311,7.4326,0.0013,36.4456,105.9447,237.266,90.4,IV,0.49,25.0,0,8.9191,8.5474,9.6623
Zone_A,2025-08-31 07:37:12.259652,7.3052,2410.5786,675.4159,0.0032,245.7267,564.2875,1329.4937,90.4,IV,0.49,25.0,0,810.4991,776.7283,878.0407
Zone_D,2025-05-25 13:37:12.259652,0.8621,417.7867,55.3896,0.0005,42.5878,104.5115,229.0531,158.4,II,0.22,18.0,0,66.4675,63.698,72.0065
Zone_A,2025-05-05 12:37:12.259652,0.7991,435.5967,29.2147,0.0005,44.4033,113.2847,282.6883,90.4,IV,0.49,25.0,0,35.0576,33.5969,37.9791
Zone_C,2025-06-03 23:37:12.259652,6.1485,1094.216,65.9719,0.0003,111.5409,623.338,782.2031,123.0,II,0.19,15.8,0,79.1663,75.8677,85.7635
Zone_D,2025-07-27 07:37:12.259652,0.0,2399.4832,430.1353,0.0044,244.5956,523.9107,1354.5806,158.4,II,0.22,18.0,0,516.1623,494.6556,559.1759
Zone_A,2025-08-05 03:37:12.259652,13.6159,2355.0374,487.969,0.0241,240.065,537.1954,1266.9358,90.4,IV,0.49,25.0,0,585.5629,561.1644,634.3598
Zone_D,2025-08-07 11:37:12.259652,9.4513,2503.0812,512.5257,0.0058,255.1561,641.8707,1386.906,158.4,II,0.22,18.0,0,615.0308,589.4045,666.2834
Zone_D,2025-08-22 12:37:12.259652,17.9209,2416.5991,623.9416,0.0053,246.3404,544.0547,1315.6183,158.4,II,0.22,18.0,0,748.7299,717.5328,811.124
Zone_C,2025-09-08 17:37:12.259652,6.1449,2427.962,744.2475,0.0256,247.4987,566.7853,1322.2383,123.0,II,0.19,15.8,0,893.0969,855.8846,967.5217
Zone_C,2025-06-30 17:37:12.259652,13.7353,2436.7426,231.2857,0.0064,248.3937,627.7416,1436.4939,123.0,II,0.19,15.8,0,277.5429,265.9786,300.6715
Zone_A,2025-09-01 08:37:12.259652,13.1096,2440.683,683.0656,0.0012,248.7954,590.9718,1354.5649,90.4,IV,0.49,25.0,0,819.6788,785.5255,887.9853
Zone_D,2025-07-19 21:37:12.259652,14.4082,2439.8573,374.3629,0.0154,248.7112,590.2591,1355.5143,158.4,II,0.22,18.0,0,449.2355,430.5174,486.6718
Zone_C,2025-08-18 06:37:12.259652,5.6438,2440.246,584.3271,0.0011,248.7509,574.1744,1366.295,123.0,II,0.19,15.8,0,701.1925,671.9762,759.6252
Zone_C,2025-06-12 11:37:12.259652,6.5683,1969.7235,108.1215,0.0022,200.7873,588.221,1363.7384,123.0,II,0.19,15.8,0,129.7459,124.3398,140.558
Zone_D,2025-06-17 16:37:12.259652,0.0,2265.5371,142.1723,0.0002,230.9416,685.5589,1431.9788,158.4,II,0.22,18.0,0,170.6067,163.4981,184.824
Zone_D,2025-05-24 18:37:12.259652,0.3547,424.2434,54.3738,0.0004,43.246,108.9756,243.9874,158.4,II,0.22,18.0,0,65.2485,62.5298,70.6859
Zone_B,2025-09-23 21:37:12.259652,13.0972,2543.0176,869.3373,0.0,259.2271,554.6633,1501.9423,97.1,IV,0.48,21.4,0,1043.2047,999.7378,1130.1384
